label,has_internet_subscription,dial_up_only,broadband,satellite,other_internet_service,internet_without_subscription,no_internet_access,tract,county,standardized_has_internet_subscription,standardized_dial_up_only,standardized_broadband,standardized_satellite,standardized_other_internet_service,standardized_internet_without_subscription,standardized_no_internet_access,index
Estimate,778,0,375,236,22,23,159,9513.01,Stevens,-0.992906288,-0.501577801,-1.328290742,1.132776543,-0.118197687,-0.355836298,0.085135187,-2.078897085
Estimate,482,0,190,151,35,37,100,9513.02,Stevens,-1.557831951,-0.501577801,-1.696095517,0.312920823,0.316411738,-0.093942418,-0.493709026,-3.713824152
Estimate,1015,50,573,311,0,47,342,9514.01,Stevens,-0.54058405,3.332538219,-0.934640225,1.856178649,-0.853690561,0.093124639,1.880533339,4.833460008
Estimate,1430,0,1264,143,0,59,51,9514.02,Stevens,0.251456998,-0.501577801,0.439160314,0.235757932,-0.853690561,0.317605107,-0.974444051,-1.085732061
Estimate,1050,0,921,66,0,52,75,1,Whitman,-0.473785408,-0.501577801,-0.242769621,-0.506934896,-0.853690561,0.186658167,-0.738981998,-3.131082117
Estimate,1868,0,1739,72,0,28,9,2.01,Whitman,1.087394297,-0.501577801,1.383523927,-0.449062728,-0.853690561,-0.26230277,-1.386502643,-0.982218278
Estimate,881,0,815,17,0,19,45,2.02,Whitman,-0.796327425,-0.501577801,-0.453511816,-0.979557605,-0.853690561,-0.430663121,-1.033309564,-5.048637893
Estimate,2249,0,1974,165,25,14,129,3,Whitman,1.814545236,-0.501577801,1.850735398,0.447955883,-0.017903205,-0.524196649,-0.209192379,2.860366483
Estimate,1594,0,1423,102,29,173,231,4,Whitman,0.564456352,-0.501577801,0.755273608,-0.159701886,0.115822772,2.450169557,0.791521345,4.015963948
Estimate,178,0,118,6,0,246,23,5,Whitman,-2.138025876,-0.501577801,-1.839241159,-1.085656581,-0.853690561,3.815759073,-1.249149779,-3.851582684
Estimate,1885,0,1736,170,0,345,20,6.01,Whitman,1.119839352,-0.501577801,1.377559525,0.49618269,-0.853690561,5.667722937,-1.278582535,6.027453607
Estimate,1618,0,1436,99,0,223,156,6.02,Whitman,0.610261136,-0.501577801,0.781119349,-0.18863797,-0.853690561,3.385504842,0.05570243,3.288681424
Estimate,1218,6,895,239,71,66,196,7,Whitman,-0.153151923,-0.041483878,-0.294461103,1.161712627,1.519945532,0.448552047,0.448139185,3.089252486
Estimate,1096,0,975,162,47,35,293,8,Whitman,-0.385992906,-0.501577801,-0.135410389,0.419019799,0.717589669,-0.13135583,1.399798314,1.382070857
Estimate,1314,4,1008,161,19,95,178,9,Whitman,0.030067211,-0.194848519,-0.06980197,0.409374437,-0.21849217,0.991046512,0.271542645,1.218888147
Estimate,735,27,492,189,17,87,61,10,Whitman,-1.074973191,1.56884485,-1.095679073,0.679444557,-0.285355159,0.841392867,-0.876334862,-0.242660012
