"","tract","county","estimate","moe","variable","dataset"
"657",131.01,"spokane",2563,496,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"658",18,"spokane",858,179,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"659",131.02,"spokane",1731,289,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"660",19,"spokane",1157,146,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"661",132.01,"spokane",2185,213,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"662",20,"spokane",1272,195,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"663",132.03,"spokane",955,223,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"664",21,"spokane",938,170,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"665",132.04,"spokane",1374,232,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"666",23,"spokane",1485,244,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"667",132.05,"spokane",953,229,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"668",24,"spokane",706,137,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"669",133,"spokane",574,119,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"670",25.01,"spokane",861,216,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"671",134.01,"spokane",1870,249,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"672",25.02,"spokane",597,150,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"673",135.01,"spokane",327,118,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"674",25.03,"spokane",126,72,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"675",103.03,"spokane",720,169,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"676",44,"spokane",1606,265,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"677",26,"spokane",1682,279,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"678",103.04,"spokane",1170,262,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"679",45,"spokane",1322,155,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"680",29,"spokane",954,235,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"681",103.05,"spokane",1990,507,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"682",46.01,"spokane",1448,219,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"683",30,"spokane",679,109,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"684",104.01,"spokane",1316,160,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"685",46.02,"spokane",907,218,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"686",31,"spokane",1760,286,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"687",104.03,"spokane",426,179,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"688",47.01,"spokane",829,202,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"689",32,"spokane",1162,219,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"690",104.04,"spokane",578,148,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"691",47.02,"spokane",1282,194,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"692",35,"spokane",1002,193,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"693",105.04,"spokane",1091,119,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"694",48,"spokane",1428,203,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"695",36.01,"spokane",875,295,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"696",105.05,"spokane",1081,196,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"697",49,"spokane",1963,258,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"698",36.02,"spokane",1238,284,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"699",50,"spokane",1331,241,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"700",38,"spokane",685,101,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"701",101.01,"spokane",987,254,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"702",39,"spokane",677,132,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"703",102.01,"spokane",1073,400,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"704",40.02,"spokane",1119,220,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"705",101.02,"spokane",624,196,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"706",40.01,"spokane",1000,285,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"707",102.03,"spokane",1210,142,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"708",41,"spokane",824,126,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"709",102.04,"spokane",360,150,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"710",42,"spokane",1582,195,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"711",103.01,"spokane",1464,176,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"712",43,"spokane",1287,163,"estimate_total_with_an_internet_subscription_broadband_such_as_cable,_fiber_optic,_or_dsl","internet_subscriptions_in_household"
"713",9703,"garfield",269,72,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"714",9400,"ferry",196,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"715",9701,"ferry",279,77,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"716",9702,"ferry",142,50,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"717",9501,"adams",96,32,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"718",105.06,"spokane",86,60,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"719",9502,"adams",121,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"720",105.07,"spokane",73,48,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"721",9503.01,"adams",132,68,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"722",105.08,"spokane",115,66,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"723",9503.02,"adams",30,32,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"724",106.01,"spokane",114,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"725",9503.03,"adams",39,31,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"726",106.03,"spokane",94,95,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"727",9504,"adams",48,29,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"728",106.04,"spokane",99,68,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"729",9505,"adams",174,101,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"730",107.01,"spokane",63,55,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"731",9601,"asotin",253,88,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"732",107.02,"spokane",123,76,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"733",9603,"lincoln",196,40,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"734",9602,"asotin",104,84,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"735",108,"spokane",11,11,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"736",9604,"lincoln",216,77,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"737",9603,"asotin",47,29,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"738",109.01,"spokane",10,13,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"739",9604,"asotin",95,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"740",109.02,"spokane",34,33,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"741",9605,"asotin",79,52,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"742",110,"spokane",50,40,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"743",9606,"asotin",74,41,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"744",111.02,"spokane",14,18,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"745",111.03,"spokane",56,55,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"746",111.04,"spokane",35,41,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"747",112.02,"spokane",181,51,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"748",112.03,"spokane",66,71,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"749",112.04,"spokane",91,70,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"750",113.01,"spokane",167,89,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"751",113.02,"spokane",40,42,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"752",114,"spokane",55,45,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"753",115,"spokane",27,20,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"754",116,"spokane",28,14,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"755",117.01,"spokane",17,22,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"756",117.02,"spokane",87,61,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"757",118,"spokane",183,108,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"758",119,"spokane",73,38,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"759",120,"spokane",77,48,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"760",121,"spokane",61,39,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"761",122,"spokane",60,35,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"762",123,"spokane",209,132,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"763",124.01,"spokane",154,132,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"764",124.02,"spokane",182,83,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"765",125,"spokane",13,19,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"766",126,"spokane",99,56,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"767",127.01,"spokane",66,39,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"768",127.02,"spokane",36,19,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"769",128.01,"spokane",132,100,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"770",128.02,"spokane",67,36,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"771",129.01,"spokane",73,45,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"772",129.02,"spokane",49,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"773",130.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"774",130.02,"spokane",22,30,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"775",130.03,"spokane",42,50,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"776",131.01,"spokane",138,90,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"777",131.02,"spokane",273,165,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"778",132.01,"spokane",113,70,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"779",132.03,"spokane",31,37,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"780",132.04,"spokane",105,74,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"781",132.05,"spokane",138,92,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"782",133,"spokane",435,165,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"783",134.01,"spokane",102,55,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"784",135.01,"spokane",52,51,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"785",135.02,"spokane",134,98,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"786",135.03,"spokane",324,123,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"787",136,"spokane",83,53,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"788",137,"spokane",194,60,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"789",138,"spokane",22,18,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"790",139,"spokane",299,127,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"791",140.01,"spokane",69,43,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"792",140.02,"spokane",101,64,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"793",141,"spokane",198,114,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"794",142,"spokane",420,243,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"795",143,"spokane",166,59,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"796",144,"spokane",78,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"797",145,"spokane",21,26,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"798",9410,"stevens",152,44,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"799",9501.01,"stevens",411,105,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"800",9501.02,"stevens",358,98,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"801",9502,"stevens",437,122,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"802",9503,"stevens",68,41,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"803",9505,"stevens",120,52,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"804",9506,"stevens",286,71,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"805",2.01,"spokane",14,17,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"806",9507,"stevens",102,45,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"807",2.02,"spokane",47,38,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"808",9508,"stevens",272,95,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"809",3.01,"spokane",43,45,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"810",9509,"stevens",132,30,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"811",1,"whitman",66,41,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"812",3.02,"spokane",22,40,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"813",9511,"stevens",310,131,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"814",2.01,"whitman",72,41,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"815",4,"spokane",86,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"816",9513.01,"stevens",236,98,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"817",2.02,"whitman",17,22,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"818",5,"spokane",78,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"819",9513.02,"stevens",151,64,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"820",3,"whitman",165,103,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"821",6,"spokane",51,38,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"822",9514.01,"stevens",311,136,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"823",4,"whitman",102,62,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"824",7,"spokane",82,59,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"825",9514.02,"stevens",143,73,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"826",5,"whitman",6,11,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"827",8,"spokane",67,35,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"828",6.01,"whitman",170,113,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"829",9,"spokane",79,63,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"830",6.02,"whitman",99,82,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"831",10,"spokane",72,64,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"832",7,"whitman",239,48,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"833",11,"spokane",62,44,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"834",8,"whitman",162,69,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"835",12,"spokane",40,26,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"836",9,"whitman",161,34,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"837",13,"spokane",84,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"838",10,"whitman",189,57,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"839",14,"spokane",30,35,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"840",15,"spokane",124,96,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"841",16,"spokane",31,31,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"842",18,"spokane",53,38,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"843",19,"spokane",35,26,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"844",20,"spokane",55,44,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"845",21,"spokane",28,32,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"846",23,"spokane",122,107,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"847",24,"spokane",11,20,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"848",25.01,"spokane",15,24,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"849",25.02,"spokane",22,29,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"850",25.03,"spokane",17,28,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"851",26,"spokane",161,111,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"852",29,"spokane",48,34,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"853",30,"spokane",48,30,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"854",31,"spokane",96,82,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"855",32,"spokane",93,88,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"856",35,"spokane",54,40,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"857",36.01,"spokane",35,38,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"858",36.02,"spokane",28,35,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"859",38,"spokane",16,14,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"860",39,"spokane",133,98,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"861",40.01,"spokane",56,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"862",40.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"863",41,"spokane",19,22,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"864",42,"spokane",52,61,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"865",43,"spokane",38,27,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"866",44,"spokane",27,31,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"867",45,"spokane",29,23,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"868",46.01,"spokane",67,42,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"869",46.02,"spokane",72,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"870",47.01,"spokane",87,70,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"871",47.02,"spokane",51,46,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"872",48,"spokane",98,55,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"873",49,"spokane",213,118,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"874",50,"spokane",33,33,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"875",101.01,"spokane",223,109,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"876",101.02,"spokane",176,107,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"877",102.01,"spokane",534,392,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"878",102.03,"spokane",223,89,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"879",102.04,"spokane",421,113,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"880",103.01,"spokane",186,78,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"881",103.03,"spokane",166,78,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"882",103.04,"spokane",413,133,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"883",103.05,"spokane",284,100,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"884",104.01,"spokane",75,47,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"885",104.03,"spokane",400,113,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"886",104.04,"spokane",231,103,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"887",105.04,"spokane",77,44,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
