"","GEOID","NAME","variable","estimate","moe"
"8011","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_001",3060,387
"8012","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_002",3034,384
"8013","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_003",0,18
"8014","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_004",2845,394
"8015","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_005",189,109
"8016","53061051803","Census Tract 518.03, Snohomish County, Washington","B28003_006",26,30
"8017","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_001",2344,161
"8018","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_002",2259,150
"8019","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_003",0,18
"8020","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_004",2212,154
"8021","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_005",47,42
"8022","53061051804","Census Tract 518.04, Snohomish County, Washington","B28003_006",85,79
"8023","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_001",794,61
"8024","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_002",789,61
"8025","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_003",0,13
"8026","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_004",785,62
"8027","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_005",4,7
"8028","53061051912","Census Tract 519.12, Snohomish County, Washington","B28003_006",5,8
"8029","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_001",1543,154
"8030","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_002",1543,154
"8031","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_003",0,13
"8032","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_004",1516,153
"8033","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_005",27,26
"8034","53061051913","Census Tract 519.13, Snohomish County, Washington","B28003_006",0,13
"8035","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_001",1659,156
"8036","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_002",1643,157
"8037","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_003",0,13
"8038","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_004",1582,162
"8039","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_005",61,47
"8040","53061051914","Census Tract 519.14, Snohomish County, Washington","B28003_006",16,21
"8041","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_001",1440,174
"8042","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_002",1422,173
"8043","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_003",0,13
"8044","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_004",1382,174
"8045","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_005",40,39
"8046","53061051916","Census Tract 519.16, Snohomish County, Washington","B28003_006",18,20
"8047","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_001",1618,176
"8048","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_002",1581,175
"8049","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_003",0,13
"8050","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_004",1537,178
"8051","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_005",44,30
"8052","53061051917","Census Tract 519.17, Snohomish County, Washington","B28003_006",37,29
"8053","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_001",2246,196
"8054","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_002",2130,175
"8055","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_003",0,18
"8056","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_004",2117,172
"8057","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_005",13,23
"8058","53061051918","Census Tract 519.18, Snohomish County, Washington","B28003_006",116,126
"8059","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_001",1817,151
"8060","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_002",1808,150
"8061","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_003",0,13
"8062","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_004",1773,150
"8063","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_005",35,35
"8064","53061051921","Census Tract 519.21, Snohomish County, Washington","B28003_006",9,15
"8065","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_001",1846,200
"8066","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_002",1810,204
"8067","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_003",0,18
"8068","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_004",1746,195
"8069","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_005",64,59
"8070","53061051922","Census Tract 519.22, Snohomish County, Washington","B28003_006",36,44
"8071","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_001",1902,175
"8072","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_002",1902,175
"8073","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_003",0,18
"8074","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_004",1892,173
"8075","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_005",10,16
"8076","53061051926","Census Tract 519.26, Snohomish County, Washington","B28003_006",0,18
"8077","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_001",1789,116
"8078","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_002",1769,114
"8079","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_003",0,18
"8080","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_004",1769,114
"8081","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_005",0,18
"8082","53061051927","Census Tract 519.27, Snohomish County, Washington","B28003_006",20,23
"8083","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_001",2164,242
"8084","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_002",2139,241
"8085","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_003",0,18
"8086","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_004",2011,246
"8087","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_005",128,116
"8088","53061051928","Census Tract 519.28, Snohomish County, Washington","B28003_006",25,32
"8089","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_001",1510,158
"8090","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_002",1482,159
"8091","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_003",0,13
"8092","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_004",1366,108
"8093","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_005",116,124
"8094","53061051929","Census Tract 519.29, Snohomish County, Washington","B28003_006",28,35
"8095","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_001",1673,194
"8096","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_002",1617,197
"8097","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_003",0,18
"8098","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_004",1532,204
"8099","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_005",85,65
"8100","53061051930","Census Tract 519.30, Snohomish County, Washington","B28003_006",56,43
"8101","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_001",1229,113
"8102","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_002",1200,115
"8103","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_003",0,13
"8104","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_004",1200,115
"8105","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_005",0,13
"8106","53061051931","Census Tract 519.31, Snohomish County, Washington","B28003_006",29,39
"8107","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_001",1500,326
"8108","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_002",1489,326
"8109","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_003",0,13
"8110","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_004",1373,341
"8111","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_005",116,82
"8112","53061051932","Census Tract 519.32, Snohomish County, Washington","B28003_006",11,19
"8113","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_001",1510,308
"8114","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_002",1510,308
"8115","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_003",0,18
"8116","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_004",1441,312
"8117","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_005",69,75
"8118","53061051933","Census Tract 519.33, Snohomish County, Washington","B28003_006",0,18
"8119","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_001",1276,146
"8120","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_002",1276,146
"8121","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_003",0,13
"8122","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_004",1238,144
"8123","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_005",38,52
"8124","53061051934","Census Tract 519.34, Snohomish County, Washington","B28003_006",0,13
"8125","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_001",1128,93
"8126","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_002",1116,96
"8127","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_003",0,13
"8128","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_004",1116,96
"8129","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_005",0,13
"8130","53061051935","Census Tract 519.35, Snohomish County, Washington","B28003_006",12,19
"8131","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_001",1753,262
"8132","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_002",1683,262
"8133","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_003",0,13
"8134","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_004",1649,259
"8135","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_005",34,39
"8136","53061051936","Census Tract 519.36, Snohomish County, Washington","B28003_006",70,51
"8137","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_001",1579,194
"8138","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_002",1528,202
"8139","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_003",0,13
"8140","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_004",1511,203
"8141","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_005",17,31
"8142","53061051937","Census Tract 519.37, Snohomish County, Washington","B28003_006",51,44
"8143","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_001",1612,198
"8144","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_002",1612,198
"8145","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_003",0,13
"8146","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_004",1594,198
"8147","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_005",18,28
"8148","53061051938","Census Tract 519.38, Snohomish County, Washington","B28003_006",0,13
"8149","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_001",2346,237
"8150","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_002",2235,240
"8151","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_003",0,18
"8152","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_004",2195,246
"8153","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_005",40,37
"8154","53061052004","Census Tract 520.04, Snohomish County, Washington","B28003_006",111,79
"8155","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_001",2440,228
"8156","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_002",2395,232
"8157","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_003",0,18
"8158","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_004",2395,232
"8159","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_005",0,18
"8160","53061052005","Census Tract 520.05, Snohomish County, Washington","B28003_006",45,43
"8161","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_001",1317,121
"8162","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_002",1311,121
"8163","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_003",6,10
"8164","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_004",1284,124
"8165","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_005",21,31
"8166","53061052006","Census Tract 520.06, Snohomish County, Washington","B28003_006",6,10
"8167","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_001",1727,136
"8168","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_002",1704,143
"8169","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_003",0,18
"8170","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_004",1643,155
"8171","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_005",61,51
"8172","53061052007","Census Tract 520.07, Snohomish County, Washington","B28003_006",23,38
"8173","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_001",1594,271
"8174","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_002",1567,275
"8175","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_003",0,13
"8176","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_004",1527,271
"8177","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_005",40,45
"8178","53061052008","Census Tract 520.08, Snohomish County, Washington","B28003_006",27,38
"8179","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_001",1180,118
"8180","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_002",1180,118
"8181","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_003",0,13
"8182","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_004",1172,119
"8183","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_005",8,13
"8184","53061052009","Census Tract 520.09, Snohomish County, Washington","B28003_006",0,13
"8185","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_001",1299,178
"8186","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_002",1299,178
"8187","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_003",0,13
"8188","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_004",1299,178
"8189","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_005",0,13
"8190","53061052010","Census Tract 520.10, Snohomish County, Washington","B28003_006",0,13
"8191","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_001",1328,216
"8192","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_002",1285,217
"8193","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_003",6,9
"8194","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_004",1279,217
"8195","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_005",0,13
"8196","53061052104","Census Tract 521.04, Snohomish County, Washington","B28003_006",43,33
"8197","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_001",669,106
"8198","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_002",651,104
"8199","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_003",0,13
"8200","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_004",571,86
"8201","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_005",80,62
"8202","53061052105","Census Tract 521.05, Snohomish County, Washington","B28003_006",18,18
"8203","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_001",2690,334
"8204","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_002",2690,334
"8205","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_003",0,18
"8206","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_004",2654,330
"8207","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_005",36,34
"8208","53061052107","Census Tract 521.07, Snohomish County, Washington","B28003_006",0,18
"8209","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_001",2008,158
"8210","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_002",1994,158
"8211","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_003",0,18
"8212","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_004",1974,161
"8213","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_005",20,33
"8214","53061052108","Census Tract 521.08, Snohomish County, Washington","B28003_006",14,22
"8215","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_001",900,112
"8216","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_002",863,118
"8217","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_003",0,13
"8218","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_004",857,117
"8219","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_005",6,11
"8220","53061052112","Census Tract 521.12, Snohomish County, Washington","B28003_006",37,31
"8221","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_001",1040,97
"8222","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_002",1018,94
"8223","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_003",0,13
"8224","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_004",1007,96
"8225","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_005",11,18
"8226","53061052113","Census Tract 521.13, Snohomish County, Washington","B28003_006",22,23
"8227","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_001",1527,165
"8228","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_002",1498,170
"8229","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_003",0,13
"8230","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_004",1486,172
"8231","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_005",12,19
"8232","53061052114","Census Tract 521.14, Snohomish County, Washington","B28003_006",29,27
"8233","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_001",974,141
"8234","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_002",974,141
"8235","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_003",0,13
"8236","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_004",953,141
"8237","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_005",21,34
"8238","53061052119","Census Tract 521.19, Snohomish County, Washington","B28003_006",0,13
"8239","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_001",1248,160
"8240","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_002",1229,161
"8241","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_003",0,13
"8242","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_004",1201,170
"8243","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_005",28,34
"8244","53061052120","Census Tract 521.20, Snohomish County, Washington","B28003_006",19,23
"8245","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_001",1219,159
"8246","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_002",1178,164
"8247","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_003",0,13
"8248","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_004",1116,142
"8249","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_005",62,101
"8250","53061052121","Census Tract 521.21, Snohomish County, Washington","B28003_006",41,50
"8251","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_001",1313,201
"8252","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_002",1294,202
"8253","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_003",0,13
"8254","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_004",1140,101
"8255","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_005",154,190
"8256","53061052122","Census Tract 521.22, Snohomish County, Washington","B28003_006",19,24
"8257","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_001",2004,187
"8258","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_002",1968,186
"8259","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_003",0,18
"8260","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_004",1929,186
"8261","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_005",39,45
"8262","53061052203","Census Tract 522.03, Snohomish County, Washington","B28003_006",36,27
"8263","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_001",1658,141
"8264","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_002",1649,142
"8265","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_003",0,18
"8266","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_004",1642,142
"8267","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_005",7,12
"8268","53061052204","Census Tract 522.04, Snohomish County, Washington","B28003_006",9,15
"8269","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_001",1740,213
"8270","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_002",1717,216
"8271","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_003",11,18
"8272","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_004",1664,216
"8273","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_005",42,53
"8274","53061052206","Census Tract 522.06, Snohomish County, Washington","B28003_006",23,28
"8275","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_001",1960,153
"8276","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_002",1888,155
"8277","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_003",0,18
"8278","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_004",1790,165
"8279","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_005",98,66
"8280","53061052207","Census Tract 522.07, Snohomish County, Washington","B28003_006",72,52
"8281","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_001",1481,125
"8282","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_002",1397,136
"8283","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_003",0,13
"8284","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_004",1360,135
"8285","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_005",37,27
"8286","53061052208","Census Tract 522.08, Snohomish County, Washington","B28003_006",84,59
"8287","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_001",812,122
"8288","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_002",795,122
"8289","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_003",0,13
"8290","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_004",718,101
"8291","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_005",77,62
"8292","53061052210","Census Tract 522.10, Snohomish County, Washington","B28003_006",17,15
"8293","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_001",177,47
"8294","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_002",172,48
"8295","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_003",0,13
"8296","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_004",172,48
"8297","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_005",0,13
"8298","53061052211","Census Tract 522.11, Snohomish County, Washington","B28003_006",5,8
"8299","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_001",1674,139
"8300","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_002",1665,139
"8301","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_003",0,13
"8302","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_004",1591,155
"8303","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_005",74,56
"8304","53061052301","Census Tract 523.01, Snohomish County, Washington","B28003_006",9,15
"8305","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_001",1744,265
"8306","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_002",1609,256
"8307","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_003",0,18
"8308","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_004",1367,165
"8309","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_005",242,208
"8310","53061052302","Census Tract 523.02, Snohomish County, Washington","B28003_006",135,97
"8311","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_001",1723,272
"8312","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_002",1646,276
"8313","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_003",41,41
"8314","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_004",1598,267
"8315","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_005",7,12
"8316","53061052401","Census Tract 524.01, Snohomish County, Washington","B28003_006",77,44
"8317","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_001",1944,214
"8318","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_002",1817,243
"8319","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_003",0,13
"8320","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_004",1626,257
"8321","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_005",191,175
"8322","53061052402","Census Tract 524.02, Snohomish County, Washington","B28003_006",127,81
"8323","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_001",1883,166
"8324","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_002",1863,168
"8325","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_003",0,18
"8326","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_004",1845,170
"8327","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_005",18,21
"8328","53061052502","Census Tract 525.02, Snohomish County, Washington","B28003_006",20,21
"8329","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_001",954,128
"8330","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_002",927,126
"8331","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_003",0,13
"8332","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_004",907,128
"8333","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_005",20,16
"8334","53061052504","Census Tract 525.04, Snohomish County, Washington","B28003_006",27,17
"8335","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_001",1489,131
"8336","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_002",1489,131
"8337","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_003",0,13
"8338","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_004",1378,146
"8339","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_005",111,89
"8340","53061052505","Census Tract 525.05, Snohomish County, Washington","B28003_006",0,13
"8341","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_001",1703,223
"8342","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_002",1703,223
"8343","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_003",0,18
"8344","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_004",1664,223
"8345","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_005",39,41
"8346","53061052506","Census Tract 525.06, Snohomish County, Washington","B28003_006",0,18
"8347","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_001",933,114
"8348","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_002",879,113
"8349","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_003",0,13
"8350","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_004",841,115
"8351","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_005",38,22
"8352","53061052603","Census Tract 526.03, Snohomish County, Washington","B28003_006",54,33
"8353","53061052604","Census Tract 526.04, Snohomish County, Washington","B28003_001",1882,161
"8354","53061052604","Census Tract 526.04, Snohomish County, Washington","B28003_002",1831,163
"8355","53061052604","Census Tract 526.04, Snohomish County, Washington","B28003_003",30,29
