Label,Less_than_$100,$100_to_$199,$200_to_$299,$300_to_$399,$400_to_$499,$500_to_$599,$600_to_$699,$700_to_$799,$800_to_$899,$900_to_$999,"$1,000_to_$1,499","$1,500_to_$1,999","$2,000_to_$2,499","$2,500_to_$2,999","$3,000_or_more",No_cash_rent,tract,county,Standardize_Less_than_$100,Standardize_$100_to_$199,Standardize_$200_to_$299,Standardize_$300_to_$399,Standardize_$400_to_$499,Standardize_$500_to_$599,Standardize_$600_to_$699,Standardize_$700_to_$799,Standardize_$800_to_$899,Standardize_$900_to_$999,"Standardize_$1,000_to_$1,499","Standardize_$1,500_to_$1,999","Standardize_$2,000_to_$2,499","Standardize_$2,500_to_$2,999","Standardize_$3,000_or_more",Standardize_No_cash_rent,index
Estimate,7,25,43,78,101,130,116,100,62,89,174,52,25,0,18,79,9501,Adams,0.138788154,0.170972557,-0.169347917,-0.029051167,0.260800664,0.453278835,0.144381529,-0.010523986,-0.429391761,-0.124807393,-0.903119703,-0.936952293,-0.604344296,-0.634537169,-0.245948782,2.325227655,-0.594575073
Estimate,3,17,56,56,57,43,49,40,22,29,135,33,1,0,1,70,9502,Adams,-0.212744472,-0.119403108,0.07586127,-0.398010146,-0.600194394,-0.900943782,-0.709579842,-0.841843148,-0.854716213,-0.735768241,-1.074280288,-1.060987439,-0.878122547,-0.634537169,-0.618645647,1.960776766,-7.6031384
Estimate,44,0,8,34,14,41,36,70,17,63,99,29,13,0,0,33,9503.01,Adams,3.390464951,-0.736451396,-0.829526496,-0.766969126,-1.441621383,-0.932075337,-0.875273839,-0.426183567,-0.907881769,-0.389557094,-1.232274674,-1.087100101,-0.741233421,-0.634537169,-0.640568991,0.462478664,-7.788310749
Estimate,12,6,55,23,117,64,6,93,82,0,55,56,35,0,0,17,9503.02,Adams,0.578203938,-0.518669647,0.056999025,-0.951448615,0.573889776,-0.574062461,-1.257644602,-0.107511221,-0.216729536,-1.031065983,-1.425378924,-0.91083963,-0.490270024,-0.634537169,-0.640568991,-0.185434029,-7.735068096
Estimate,0,0,50,117,172,76,35,6,3,9,23,102,16,5,10,8,9503.03,Adams,-0.476393942,-0.736451396,-0.037312201,0.625012479,1.650133598,-0.387273135,-0.888019532,-1.312924006,-1.056745327,-0.939421856,-1.565818379,-0.610544012,-0.70701114,-0.533703284,-0.421335542,-0.549884918,-7.947692592
Estimate,0,0,65,74,22,74,75,24,132,26,234,109,22,8,0,11,9504,Adams,-0.476393942,-0.736451396,0.245621476,-0.096134617,-1.285076827,-0.418404689,-0.378191848,-1.063528257,0.314926028,-0.766316283,-0.639795725,-0.564846853,-0.638566577,-0.473202953,-0.640568991,-0.428401289,-8.045332744
Estimate,0,0,68,147,155,95,101,156,89,62,537,165,47,16,0,56,9505,Adams,-0.476393942,-0.736451396,0.302208212,1.12813836,1.317476417,-0.091523368,-0.046803853,0.765373899,-0.142297757,-0.399739775,0.68999036,-0.19926958,-0.353380899,-0.311868737,-0.640568991,1.393853159,2.198742109
Estimate,0,30,86,131,137,148,214,123,60,10,345,123,104,230,30,11,9601,Asotin,-0.476393942,0.352457347,0.641728624,0.859804557,0.965251166,0.733462824,1.393459354,0.30814836,-0.450657984,-0.929239176,-0.152646367,-0.473452535,0.296842448,4.003821541,0.017131357,-0.428401289,6.661316287
Estimate,33,29,49,146,196,227,121,77,33,15,456,429,23,109,0,71,9602,Asotin,2.423750227,0.316160389,-0.056174446,1.111367497,2.119767266,1.963159224,0.208109989,-0.329196331,-0.737751988,-0.878325772,0.33450299,1.524166139,-0.62715915,1.563641524,-0.640568991,2.001271309,10.29671988
Estimate,0,49,88,126,105,88,149,177,55,82,338,42,13,13,22,17,9603,Asotin,-0.476393942,1.042099551,0.679453114,0.775950243,0.339072942,-0.200483808,0.564989368,1.056335605,-0.50382354,-0.196086159,-0.183367498,-1.002233949,-0.741233421,-0.372369068,-0.158255403,-0.185434029,0.438220007
Estimate,17,23,50,153,82,67,37,71,92,99,224,43,14,0,0,22,9604,Asotin,1.017619721,0.098378641,-0.037312201,1.228763536,-0.110992657,-0.527365129,-0.862528147,-0.412328247,-0.110398423,-0.022980586,-0.683683055,-0.995705783,-0.729825994,-0.634537169,-0.640568991,0.017038688,-3.406425797
Estimate,0,38,74,111,108,85,155,151,193,177,308,61,8,0,24,33,9605,Asotin,-0.476393942,0.642833012,0.415381682,0.524387303,0.39777715,-0.24718114,0.64146352,0.696097302,0.963545816,0.771268516,-0.315029487,-0.878198802,-0.798270557,-0.634537169,-0.114408713,0.462478664,2.051213156
Estimate,0,46,89,196,135,95,127,187,166,73,340,104,7,19,18,4,9606,Asotin,-0.476393942,0.933208677,0.698315359,1.949910633,0.926115027,-0.091523368,0.284584142,1.194888799,0.676451811,-0.287730286,-0.174590032,-0.597487681,-0.809677984,-0.251368406,-0.245948782,-0.711863092,3.016890874
Estimate,22,127,71,67,54,93,37,30,29,16,33,8,12,0,0,51,9400,Ferry,1.457035504,3.873262284,0.358794947,-0.213530656,-0.658898603,-0.122654922,-0.862528147,-0.980396341,-0.780284434,-0.868143091,-1.521931049,-1.224191579,-0.752640848,-0.634537169,-0.640568991,1.191380443,-2.379832653
Estimate,22,100,200,125,81,90,53,27,65,30,246,94,47,7,22,55,9701,Ferry,1.457035504,2.893244415,2.792024569,0.759179381,-0.130560726,-0.169352254,-0.658597074,-1.021962299,-0.397492428,-0.72558556,-0.58713093,-0.662769337,-0.353380899,-0.49336973,-0.158255403,1.353358616,3.896385846
Estimate,0,67,92,154,165,50,133,154,36,81,110,89,19,0,37,74,9702,Ferry,-0.476393942,1.695444797,0.754902095,1.245534399,1.513157112,-0.791983342,0.361058294,0.73766326,-0.705852655,-0.20626884,-1.183998612,-0.695410165,-0.672788859,-0.634537169,0.170594772,2.122754939,3.233876085
Estimate,4,46,61,96,161,116,87,79,46,18,168,40,18,4,4,38,9703,Garfield,-0.124861315,0.933208677,0.170172496,0.272824362,1.434884834,0.235357954,-0.225243542,-0.301485692,-0.599521542,-0.847777729,-0.9294521,-1.01529028,-0.684196286,-0.553870061,-0.552875612,0.66495138,-2.123174457
Estimate,4,13,44,37,93,65,40,90,48,33,224,55,3,6,3,11,9601,Lincoln,-0.124861315,-0.264590941,-0.150485672,-0.716656537,0.104256108,-0.558496684,-0.824291071,-0.149077179,-0.578255319,-0.695037518,-0.683683055,-0.917367796,-0.855307693,-0.513536507,-0.574798957,-0.428401289,-7.930591424
Estimate,12,3,106,93,122,109,115,84,75,49,237,170,67,9,15,70,9602,Lincoln,0.578203938,-0.627560522,1.018973527,0.222511774,0.671730123,0.126397513,0.131635836,-0.232209096,-0.291161315,-0.532114625,-0.626629526,-0.166628752,-0.125232356,-0.453036176,-0.311718817,1.960776766,1.343938293
Estimate,0,14,76,145,95,159,69,81,51,35,236,88,31,5,6,43,9603,Lincoln,-0.476393942,-0.228293982,0.453106173,1.094596635,0.143392247,0.904686374,-0.454666,-0.273775054,-0.546355985,-0.674672156,-0.631018259,-0.701938331,-0.535899733,-0.533703284,-0.509028922,0.867424097,-2.102540124
Estimate,9,40,99,187,122,226,102,109,57,72,186,65,15,9,10,81,9604,Lincoln,0.314554468,0.715426928,0.886937811,1.798972868,0.671730123,1.947593446,-0.034058161,0.114173889,-0.482557318,-0.297912967,-0.850454907,-0.85208614,-0.718418567,-0.453036176,-0.421335542,2.406216742,4.745746498
Estimate,4,40,78,135,143,62,43,27,53,41,152,47,27,24,0,56,9701,Pend Oreille,-0.124861315,0.715426928,0.490830663,0.926888008,1.082659583,-0.605194015,-0.786053995,-1.021962299,-0.525089763,-0.613576071,-0.999671828,-0.969593121,-0.581529441,-0.150534521,-0.640568991,1.393853159,-2.40897702
Estimate,15,119,125,136,91,72,68,27,63,26,179,101,72,22,5,72,9702,Pend Oreille,0.841853408,3.582886619,1.377356184,0.94365887,0.065119969,-0.449536243,-0.467411692,-1.021962299,-0.41875865,-0.766316283,-0.881176038,-0.617072178,-0.06819522,-0.190868075,-0.530952267,2.041765852,3.440391956
Estimate,30,59,121,129,149,64,144,88,80,87,197,104,38,6,30,47,9703,Pend Oreille,2.160100757,1.405069133,1.301907204,0.826262831,1.200068,-0.574062461,0.501260907,-0.176787818,-0.237995758,-0.145172755,-0.802178845,-0.597487681,-0.456047743,-0.513536507,0.017131357,1.02940227,4.93793289
Estimate,0,75,69,63,83,5,92,143,91,43,151,179,65,50,0,86,9704,Pend Oreille,-0.476393942,1.985820462,0.321070457,-0.280614107,-0.091424587,-1.492443316,-0.161515082,0.585254747,-0.121031534,-0.59321071,-1.00406056,-0.107875261,-0.14804721,0.373801681,-0.640568991,2.608689458,0.757451503
Estimate,39,0,56,150,136,44,19,21,32,66,175,246,102,6,13,0,9705,Pend Oreille,2.951049167,-0.736451396,0.07586127,1.178450948,0.945683096,-0.885378005,-1.091950605,-1.105094215,-0.7483851,-0.359009052,-0.89873097,0.329511834,0.274027594,-0.513536507,-0.355565507,-0.873841265,-1.813358712
Estimate,0,47,104,116,124,27,28,216,134,78,383,38,0,0,0,0,2.01,Spokane,-0.476393942,0.969505635,0.981249036,0.608241616,0.710866262,-1.149996218,-0.977239376,1.59669306,0.336192251,-0.236816882,0.014125485,-1.028346611,-0.889529974,-0.634537169,-0.640568991,-0.873841265,-1.690397083
Estimate,0,0,17,31,39,17,37,119,65,63,175,47,6,0,0,0,2.02,Spokane,-0.476393942,-0.736451396,-0.65976629,-0.817281714,-0.952419645,-1.30565399,-0.862528147,0.252727082,-0.397492428,-0.389557094,-0.89873097,-0.969593121,-0.821085411,-0.634537169,-0.640568991,-0.873841265,-11.18317449
Estimate,0,0,19,82,54,66,69,96,114,111,410,46,0,19,0,9,3.01,Spokane,-0.476393942,-0.736451396,-0.6220418,0.038032284,-0.658898603,-0.542930907,-0.454666,-0.065945263,0.123530025,0.099211584,0.132621274,-0.976121286,-0.889529974,-0.251368406,-0.640568991,-0.509390375,-6.430911776
Estimate,0,10,0,44,24,89,65,40,41,204,427,27,0,0,0,64,3.02,Spokane,-0.476393942,-0.373481815,-0.980424457,-0.599260499,-1.245940688,-0.184918031,-0.505648769,-0.841843148,-0.652687098,1.046200897,0.207229735,-1.100156433,-0.889529974,-0.634537169,-0.640568991,1.717809506,-6.154150876
Estimate,0,0,50,90,77,189,95,153,275,228,423,18,0,0,0,40,4,Spokane,-0.476393942,-0.736451396,-0.037312201,0.172199186,-0.208833004,1.37165969,-0.123278006,0.723807941,1.835460941,1.290585236,0.189674803,-1.158909923,-0.889529974,-0.634537169,-0.640568991,0.745940467,1.423513656
Estimate,0,9,17,128,78,60,41,38,104,163,673,103,17,0,9,7,5,Spokane,-0.476393942,-0.409778773,-0.65976629,0.809491969,-0.189264935,-0.63632557,-0.811545379,-0.869553786,0.017198912,0.628710985,1.286858041,-0.604015847,-0.695603713,-0.634537169,-0.443258887,-0.590379462,-4.278163845
Estimate,6,11,39,49,101,78,81,105,26,109,599,53,7,22,0,0,6,Spokane,0.050904998,-0.337184857,-0.244796897,-0.515406185,0.260800664,-0.35614158,-0.301717695,0.058752611,-0.812183767,0.078846222,0.962091803,-0.930424127,-0.809677984,-0.190868075,-0.640568991,-0.873841265,-4.601415126
Estimate,0,54,43,95,55,47,133,144,53,336,993,238,16,0,9,15,7,Spokane,-0.476393942,1.223584342,-0.169347917,0.256053499,-0.639330533,-0.838680674,0.361058294,0.599110066,-0.525089763,2.390314761,2.691252586,0.277286509,-0.70701114,-0.634537169,-0.443258887,-0.266423115,3.098586919
Estimate,0,9,23,134,195,150,87,82,86,80,665,289,106,28,5,16,8,Spokane,-0.476393942,-0.409778773,-0.546592819,0.910117145,2.100199197,0.764594379,-0.225243542,-0.259919734,-0.174197091,-0.216451521,1.251748178,0.610222955,0.319657303,-0.069867413,-0.530952267,-0.225928572,2.821213482
Estimate,0,0,28,153,161,99,146,121,126,119,876,462,51,15,0,11,9,Spokane,-0.476393942,-0.736451396,-0.452281594,1.228763536,1.434884834,-0.029260259,0.526752292,0.280437721,0.25112736,0.18067303,2.177770831,1.739595604,-0.30775119,-0.332035514,-0.640568991,-0.428401289,4.416861034
Estimate,0,0,74,155,87,134,40,41,55,225,814,611,36,0,0,37,10,Spokane,-0.476393942,-0.736451396,0.415381682,1.262305262,-0.013152309,0.515541943,-0.824291071,-0.827987828,-0.50382354,1.260037194,1.905669388,2.712292279,-0.478862597,-0.634537169,-0.640568991,0.624456837,3.55961574
Estimate,0,0,0,116,130,87,65,12,103,104,479,163,126,19,7,0,11,Spokane,-0.476393942,-0.736451396,-0.980424457,0.608241616,0.828274679,-0.216049585,-0.505648769,-1.22979209,0.006565801,0.027932818,0.435443848,-0.212325911,0.547805845,-0.251368406,-0.487105577,-0.873841265,-3.515136789
Estimate,0,13,17,25,30,69,41,34,100,114,454,75,12,0,5,0,12,Spokane,-0.476393942,-0.264590941,-0.65976629,-0.91790689,-1.128532271,-0.496233575,-0.811545379,-0.924975064,-0.025333533,0.129759626,0.325725524,-0.786804484,-0.752640848,-0.634537169,-0.530952267,-0.873841265,-8.828568766
Estimate,0,7,60,92,70,94,91,125,126,173,544,78,17,0,0,44,13,Spokane,-0.476393942,-0.482372689,0.151310251,0.205740911,-0.345809491,-0.107089145,-0.174260774,0.335858998,0.25112736,0.730537793,0.72071149,-0.767219987,-0.695603713,-0.634537169,-0.640568991,0.90791864,-1.020650458
Estimate,0,0,82,83,161,204,85,173,115,274,"1,080",131,0,0,0,27,14,Spokane,-0.476393942,-0.736451396,0.566279643,0.054803147,1.434884834,1.605146348,-0.250734927,1.000914328,0.134163136,1.758988552,3.073072353,-0.42122721,-0.889529974,-0.634537169,-0.640568991,0.219511404,5.798320136
Estimate,14,0,66,72,126,42,294,159,153,382,942,93,27,25,0,0,15,Spokane,0.753970251,-0.736451396,0.264483721,-0.129676343,0.750002401,-0.91650956,2.413114722,0.806939857,0.538221365,2.858718077,2.467427206,-0.669297503,-0.581529441,-0.130367744,-0.640568991,-0.873841265,6.174635358
Estimate,12,40,130,70,83,38,111,67,128,133,508,6,10,0,0,18,16,Spokane,0.578203938,0.715426928,1.47166741,-0.163218068,-0.091424587,-0.978772668,0.080653068,-0.467749525,0.272393583,0.323230561,0.562717104,-1.23724791,-0.775455703,-0.634537169,-0.640568991,-0.144939486,-1.129621516
Estimate,0,19,88,149,86,34,213,244,152,48,208,103,0,0,17,14,18,Spokane,-0.476393942,-0.046809192,0.679453114,1.161680086,-0.032720379,-1.041035777,1.380713662,1.984642003,0.527588254,-0.542297306,-0.753902782,-0.604015847,-0.889529974,-0.634537169,-0.267872127,-0.306917659,0.138044964
Estimate,0,19,38,38,80,50,103,83,88,174,605,182,16,1,0,0,19,Spokane,-0.476393942,-0.046809192,-0.263659142,-0.699885675,-0.150128796,-0.791983342,-0.021312469,-0.246064415,-0.152930868,0.740720473,0.9884242,-0.088290764,-0.70701114,-0.614370392,-0.640568991,-0.873841265,-4.044105719
Estimate,0,47,16,83,111,31,170,244,117,207,503,115,34,0,0,29,20,Spokane,-0.476393942,0.969505635,-0.678628535,0.054803147,0.456481359,-1.087733109,0.832648902,1.984642003,0.155429359,1.076748939,0.540773439,-0.52567786,-0.501677451,-0.634537169,-0.640568991,0.300500491,1.826316216
